Place_1,Place_2,Name,Latitude,Longitude,Rating,Vicinity,Place_id,Open_Status,Phone_number,Dept,no_of_beds
,,LATHA CHILDRENS HOSPITAL,16.297,80.4451,3.2,1930-02-10 00:00:00,227,UNKNOWN,9885102600,"radiology,medical research,allergology,tropical medicine,hematology,neurosurgery,cardiology,pediatric endocrinology,specialty,adolescent,infectious diseases,gastroenterology,pediatric surgery,pediatric nephrology,hepatology,urology,plastic,immunology,neurology,anesthesiology,pathology,dental,nephrology,pediatrics,general practice,endocrinology,rheumatology,pediatric gastroenterology,psychiatry,pediatric cardiology,public health,clinical neurophysiology,dietetics,infectious disease,oncology,neonatology,dermatology,ophthalmology,child psychiatry,",13
,,Dr Agarwals Health Care Ltd,16.298757600000002,80.4553837,3.8,13-2-71Old Club Road Kotha Pet,228,UNKNOWN,8333814074,"medical research,dental,specialty,oncology,dermatology,ophthalmology,nuclear medicine,",44
,,KONDAVEEDU ENT HOSPITALS,16.2357,80.0555,3.7,16-2-134,229,UNKNOWN,9440758731,"medical research,dental,specialty,oncology,accident,",90
,,VENKATESWARA MOTHER AND CHILD HOSPITALS,16.237424,80.047449,4.6,2006-03-05 00:00:00,230,UNKNOWN,9440878678,"urology,plastic,developmental pediatrics,paediatric surgery,nephrology,gynecology,public health,general surgery,specialty,internal medicine,pediatrics,adolescent,oncology,obstetrics and gynecology,",18
,,KRISHNA NURSING HOME,16.2959,80.4502,3.3,1981-01-15 00:00:00,231,UNKNOWN,9492487451,"podiatry,public health,emergency medicine,dental,dietetics,specialty,dermatology,accident,",48
,,AMERICAN ONCOLOGY INSTITUTE UNIT OF CTSH PVT LTD,16.33127,80.486961,3.2,"DO.NO-447,448MAIN ROAD PEDAKAKANI",232,UNKNOWN,8333814042,"medical research,radiation oncology,dental,general surgery,specialty,oncology,medical oncology,surgical oncology,neurosurgery,nuclear medicine,",7
,,KNR HOSPITAL,16.334636,80.487187,3.1,4-14-227/1,233,UNKNOWN,9949040218,"pathology,medical research,dental,specialty,oncology,microbiology,pharmacology,",96
,,ASWANI NURSING HOME,16.2949,80.4491,2.9,12-25-120,234,UNKNOWN,9652435743,"specialty,public health,oncology,dental,",88
,,SREE SRINIVASA MULTI SPECIALITY HOSPITAL,16.238020000000002,80.04645,3.4,5-5-78/38,235,UNKNOWN,9866811668,,20
,,Dr Agarwals Health Care Ltd,16.298757600000002,80.4553837,3.0,13-2-71Old Club Road Kotha Pet,236,UNKNOWN,9030296575,"medical research,dental,specialty,oncology,dermatology,ophthalmology,nuclear medicine,",57
,,TIRUMALA NURSING HOME,16.0495,79.7418,3.7,30-211,237,UNKNOWN,9741902668,"medical research,public health,dental,specialty,adolescent,oncology,",29
,,Nagarjuna Hospital,16.48726,80.684152,3.2,"7-70 , KANURU , VIJAYAWADA - 520007",238,UNKNOWN,8985298622,"pathology,plastic,immunology,plastic surgery,respiratory medicine,paediatrics,nephrology,gynecology,dental,intensive care medicine,specialty,urology,neurology,oncology,gastroenterology,",90
,,Andhra Health Diagnostic Services LimitedGlobal Vijayawada,16.510928,80.618617,3.4,VIJAYAWADA,239,UNKNOWN,9573102640,"pathology,plastic,accident,",38
,,Trust Hospital,16.500809,80.654004,4.0,VIJAYAWADA,240,UNKNOWN,9490401367,"plastic,plastic surgery,paediatric surgery,orthopaedics,nephrology,vascular surgery,dental,general surgery,specialty,neurosurgery,orthopedic surgery,accident,",17
,,Pinnamaneni Institue Of Medical Sciences,16.552585999999998,80.830855,4.4,VIJAYAWADA,241,UNKNOWN,8333814338,"radiology,pathology,dental,general surgery,specialty,",22
,,ANNAPURNA MULTI SPECIALITY HOSPITAL,16.44193,80.992277,4.6,10/165,242,UNKNOWN,7893541903,"urology,plastic,cardiology,nephrology,dental,accident,",44
,,Heart Care Centre,16.506173999999998,80.648015,3.0,Vijayawada,243,UNKNOWN,9885038749,"thoracic surgery,cardiology,vascular surgery,specialty,cardiothoracic surgery,",76
,,M V S Accident Hospital,16.511072,80.63809300000001,3.4,"D.NO:33-18-15, Near Puspha Hotel, SuryaraopetVijayawada",244,UNKNOWN,9640133303,,41
,,HCG Curie City Cancer Centre Health Care Global Enterprises Ltd,16.524295000000002,80.65541999999998,3.3,"BESIDE GOWTHAM INTER NATIONAL SCHOOL, PADAVALAREVU,GUNADALA,VIJAYAWADA",245,UNKNOWN,9491725804,"colorectal surgery,radiation oncology,vascular surgery,pathology,public health,gynecology,adolescent,medical oncology,oncology,surgical oncology,nuclear medicine,",83
,,Time Hospitals Private Limited,16.4876745,80.6774843,4.8,"Gurunanak Nagar,Vijayawada,Krishna-District",246,UNKNOWN,9848057236,,48
,,LIBERTY HOSPITALS,16.489929999999998,80.671548,4.9,"74-1-2,KINGSQUARECOMPLEXOPP.AUTONAGARBUSTERMINALS",247,UNKNOWN,8247480388,"medical research,public health,tropical medicine,specialty,oncology,general practice,gastroenterology,accident,",5
,,VISWA CHAKRA ORTHOPAEDIC HOSPITAL,16.178345999999998,81.136587,3.7,26/323,248,UNKNOWN,9908787779,"adolescent,public health,",61
,,SRIKARA,16.497614000000002,80.655573,2.8,40-1-65,249,UNKNOWN,9701244770,,45
,,Usha Cardiac Centre Limited,16.501217999999998,80.642395,3.8,VIJAYAWADA,250,UNKNOWN,9440032892,"urology,plastic,cardiology,nephrology,public health,dental,adolescent,accident,",18
,,METRO SUPERSPECIALITY HOSPITALS,16.510935999999994,80.632251,2.9,"D NO 29-14-32, Prakasam Raod, Near Nakkala Road cross junction, Suryaraopeta, Vijayawada -520002",251,UNKNOWN,7702226767,,68
,,HCG City Cancer Centre,16.511429,80.63824,4.3,"D.NO.33-25-33,CH.VENKATA KRISHNAIAH STREET SURYARAOPET,VIJAYAWADA",252,UNKNOWN,8333814365,,75
,,Help Hospitals Pvt Ltd,16.508863,80.627391,4.0,VIJAYAWADA,253,UNKNOWN,8333814367,"urology,plastic,psychiatry,neurology,plastic surgery,vascular surgery,nephrology,general surgery,public health,dental,specialty,adolescent,oncology,ophthalmology,accident,",66
,,Citi orthopaedic center,16.5077987,80.6404632,3.4,32-6-18A,254,UNKNOWN,9030194416,"urology,neurology,orthopedic surgery,cardiology,public health,dental,adolescent,accident,",47
,,SENTINI HOSPITALS PRIVATE LIMITED,16.509829999999994,80.664958,3.3,"DR NO:54-15-5,B&C BESIDE VINAYAK THEATER RING ROAD VIJAYAWADA",255,UNKNOWN,8333814371,,100
,,CHIKITSA HOSPITALS,16.547807000000002,80.654154,3.9,77-17/3-7,256,UNKNOWN,9490438306,"medical research,public health,specialty,adolescent,accident,",69
,,Boppana Medicare Limited,16.512088000000002,80.633686,2.9,"D.No. 15-177/1 Poranki Post, Vijayawada Mandal, Krishna District",257,UNKNOWN,9848593934,"urology,plastic,neurology,plastic surgery,public health,adolescent,",70
,,AIMS for CHILD HEALTH,16.51171,80.634651,2.7,"29-23-31, Tadepallivari Street, Vijayawada, Krishna",258,UNKNOWN,9440260155,"urology,accident,",15
,,SRI ANUHOSPITALS Pvt  Ltd,16.511697,80.637546,4.8,2-28/1-13  KOVDAMUDIVARI STREET  SURYARAO PETA VIJAYAWADA 2VIJAYAWADA,259,UNKNOWN,9848723111,"radiology,psychiatry,neurology,pulmonology,anesthesiology,cardiology,nephrology,gynecology,general surgery,specialty,pediatrics,urology,neurosurgery,gastroenterology,pediatric surgery,accident,neuro-psychiatry,",91
,,LIFE LINE TRIMURTY HOSPITAL,16.510982000000002,80.63508900000002,4.0,"29-19-80, DORNAKAL ROAD, SURYARAOPETVIJAYAWADA (URBAN)VIJAYAWADA",260,UNKNOWN,9490608122,"urology,allergy,accident,",97
,,MARTHA HEALTH CARE SERVICE PRIVATE LIMITED,17.11342,80.61468,3.8,"16-99-3,ASHOK NAGAR,TIRUVURU",261,UNKNOWN,6379746841,"radiology,medical research,vascular surgery,maxillo-facial surgery,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,paediatrics,general surgery,specialty,surgical oncology,gastroenterology,urology,plastic,neurology,nephrology,dental,endocrinology,psychiatry,pulmonology,paediatric surgery,dietetics,family medicine,oncology,neonatology,dermatology,ophthalmology,",65
,,SUNRISE HOSPITALS,16.512836,80.639262,3.4,33-25-35,262,UNKNOWN,8333815869,"urology,plastic,plastic surgery,dental,dermatology,accident,",82
,,KAMINENI HOSPITAL,16.495715,80.703151,4.9,1951-01-01 00:00:00,263,UNKNOWN,9705455006,,72
,,PRAVEEN CARDIAC CENTRE,16.507801,80.64275699999997,3.0,32-9-18,264,UNKNOWN,9966753790,"radiology,neurology,anesthesiology,cardiology,vascular surgery,general surgery,specialty,urology,thoracic surgery,cardiothoracic surgery,",52
,,VIJAY ORTHOPEDIC AND ACCIDENT CARE,16.512317000000003,80.63140899999998,4.6,2007-05-29 00:00:00,265,UNKNOWN,8297279494,"plastic surgery,plastic,sports medicine,neurology,interventional radiology,orthopedic surgery,orthopaedics,gynecology,dental,general surgery,specialty,urology,radiology,neurosurgery,accident,",89
,,VIJAYA SUPER SPECIALITY HOSPITAL,16.513607999999998,80.63731999999997,4.3,29-26-92A,266,UNKNOWN,7893567731,"radiology,plastic,psychiatry,neurology,pulmonology,plastic surgery,dental,orthopaedics,gynecology,vascular surgery,nephrology,general surgery,rheumatology,specialty,urology,neurosurgery,gastroenterology,hepatology,",38
,,ANDHRAHOSPITALSVIJAYAWADAPVTLTD,16.511026,80.629711,3.9,29-14-64,267,UNKNOWN,9618159100,"urology,medical research,dental,specialty,oncology,accident,",22
,,ANDHRA HOSPITALS MACHILIPATNAM A UNIT OF VISWADEEP MEDICAL SERVICES PVT LTD,16.17621,81.125215,4.2,4/124-125,268,UNKNOWN,8466996281,,72
,,SRI SWARUPA SUPER SPECIALITY HOSPITAL,16.50985,80.63725,3.9,29-13-44,269,UNKNOWN,9849977103,"allergy,",81
,,NEPHROPLUS (GGH VIJAYAWADA),16.51687,80.66971,3.7,"MEDICINE BLOCK,1ST FLORR, NH 16 SERVICE ROAD, NEAR MEDICAL COLLEGE, BESIDE NTR HEALTH UNIVERSITY, GUNADALA, VIJAYAWADA 520008",270,UNKNOWN,9490113613,,17
,,CHAITANYA HOSPITAL,16.50425,80.64768000000002,2.6,40-5-19/4TIKKLE ROAD,271,UNKNOWN,9440097687,"specialty,accident,",99
,,CAPITAL HOSPITALS,16.47776,80.70161999999998,2.6,1-177/1,272,UNKNOWN,9505289289,,8
,,Lakshmi sandhya Healthcare Pvt Ltd,16.51634,80.6111,3.4,29-13-90,273,UNKNOWN,9848185960,"plastic,medical research,plastic surgery,dental,oncology,",71
,,MS SANKARANETRACHIKITSALAYA,16.50013,80.65593,2.6,59-14-1/2,274,UNKNOWN,9963049045,,73
,,K V SHINE HOSPITALS PRIVATE LIMITED,16.51013,80.63731999999997,3.2,33-18-2,275,UNKNOWN,8297037278,"dental,",38
,,INDOBRITISH HOSPITAL,16.51801,80.67011,3.6,54-15-4/4A,276,UNKNOWN,7036837324,"urology,plastic,plastic surgery,general surgery,specialty,infectious disease,oncology,surgical oncology,infectious diseases,gastroenterology,accident,",46
,,HYDERABAD EYE INSTITUTE,16.4708,80.70064,4.0,2004-03-01 00:00:00,277,UNKNOWN,9390513748,"pathology,plastic,immunology,plastic surgery,pediatrics,oncology,ophthalmology,microbiology,",55
,,ANU INSTITUTE OF NUERO AND CARDIAC SCIENCE A UNIT OF SRI ANU HOSPITALS Pvt Ltd,16.51963,80.69455,4.4,3-20/14,278,UNKNOWN,9491736201,"radiology,psychiatry,neurology,cardiology,orthopaedics,paediatrics,pediatric cardiology,urology,thoracic surgery,neurosurgery,cardiothoracic surgery,neuro-psychiatry,",64
,,ROOPA ORTHOPAEDIC AND MULTI SPECIALITY HOSPITAL,16.49257,80.6656,3.4,73-5-2,279,UNKNOWN,9640374640,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",70
,,BEST HOSPITAL,16.52058,80.6918,2.8,6-119/1,280,UNKNOWN,9866053184,,39
,,BMR HOSPITALS,16.511770000000002,80.63866,4.3,33-25-33B/1BS RAO STREET,281,UNKNOWN,8008449922,,65
,,DR TVS CLINIC,16.51613,80.62321,3.1,14-14-30,282,UNKNOWN,9858965202,"specialty,allergy,dental,internal medicine,",67
,,SMILE MULTISPECIALTY HOSPITALS,16.54018,80.6398,4.9,43-113-12,283,UNKNOWN,9494490681,,28
,,NIMRA INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTER,16.60616,80.50373,3.4,1990-04-01 00:00:00,284,UNKNOWN,9652484710,"pathology,forensic medicine,pharmacology,microbiology,",49
,,TAMMA VINOD REDDYS SRUTHII HOSPITALS,16.331120000000002,80.96808,4.5,32/85,285,UNKNOWN,9959156365,,48
,,Vijaya Hospital - Kurnool,15.802933,78.047446,3.9,KURNOOL,286,UNKNOWN,9347572606,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,endocrinology,psychiatry,pulmonology,oncology,dermatology,ophthalmology,nuclear medicine,",85
,,RR.HOSPITAL,15.828804000000002,78.036294,3.9,40-304-10,287,UNKNOWN,9493371487,,40
,,"OMNI Hospitals, a unit of Ms. Incor Padmachandra Hospitls Pvt. Ltd",15.823548,78.04136,3.4,Kurnool,288,UNKNOWN,7794032604,"urology,psychiatry,neurology,pulmonology,vascular surgery,cardiology,orthopaedics,paediatrics,nephrology,general surgery,emergency medicine,specialty,oncology,neonatology,dermatology,endocrinology,gastroenterology,sports medicine,",31
,,OMEGA HOSPITALS A UNIT OF KURNOOL INSTITUTE OF ONCOLOGY PVT LTD,15.795576,78.06366700000002,3.0,PLOT178/173,289,UNKNOWN,8977991958,"radiology,radiation oncology,paediatrics,gynecology,dental,hematology,specialty,medical oncology,oncology,surgical oncology,nuclear medicine,accident,",70
,,DEEPAK TEJA HOSPITAL,15.836126,78.036879,4.0,40-582-1-A-3,290,UNKNOWN,9440079623,,35
,,Shantiram Medical College  General Hospital,15.492521,78.417448,4.6,"NH-18,NandyalKurnool",291,UNKNOWN,9381462385,"pathology,psychiatry,gynecology,orthopaedics,paediatrics,emergency medicine,dental,general surgery,specialty,pediatrics,obstetrics and gynecology,radiology,dermatology,venereology,ophthalmology,microbiology,forensic medicine,pharmacology,",70
,,Aayushman Hospital,15.837095999999999,78.026101,4.5,"45/142A1, Venkata Ramana Colony",292,UNKNOWN,9505353280,,59
,,Gowri Gopal Hospital,15.824548000000002,78.04107900000002,4.9,"HANDRI RIVER,KURNOOL",293,UNKNOWN,9494222491,,89
,,G V R Children Hospital,15.83571,78.04224,4.8,"43/48 2nd Lane, Kurnool.",294,UNKNOWN,8106314375,"radiology,sports medicine,vascular surgery,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,immunology,neurology,interventional radiology,nephrology,dental,pediatrics,geriatrics,allergy,endocrinology,psychiatry,pulmonology,palliative care,oncology,dermatology,ophthalmology,nuclear medicine,",48
,,Viswabharathi General Hospital,15.742863,77.880278,2.5,"SURVEY NO.630,R.T NAGAR, PENCHIKALAPADU(V), NEAR:K.NAGALAPURAM(P), BELLARY ROAD, KURNOOL- 518463",295,UNKNOWN,8333814410,"pathology,psychiatry,orthopaedics,paediatrics,radiology,dermatology,venereology,ophthalmology,microbiology,pharmacology,",94
,,Swami super speciality Netralayam,15.485404,78.479564,2.6,25/300H2,296,UNKNOWN,9949220150,"urology,plastic,neurology,cardiology,public health,dental,specialty,adolescent,",98
,,MEDICOVER HOSPITALS A UNIT OF SAHRUDAYA HEALTH CARE PRIVATE LIMITED KURNOOL,15.825083,78.03095400000002,3.5,51-1E/2SYNO419/B2,297,UNKNOWN,9985277669,"radiology,internal medicine,cardiothoracic surgery,accident,plastic surgery,cardiology,orthopaedics,gynecology,general surgery,specialty,gastroenterology,urology,plastic,neurology,interventional radiology,anesthesiology,nephrology,pediatrics,thoracic surgery,rheumatology,pulmonology,dietetics,neonatology,oncology,",89
,,NOBLE MULTI SPECIALITY HOSPITAL,15.838145,78.041094,4.2,43/194-2A,298,UNKNOWN,9032567457,"general surgery,",97
,,MADHUMANI NURSING HOME,15.486367999999999,78.48890899999998,3.8,2-444C,299,UNKNOWN,9642333360,"urology,plastic,cardiology,gynecology,nephrology,dental,accident,",48
,,SUNRISE ORTHO AND MULTISPECIALITY HOSPITALS,15.798,78.05268000000002,5.0,87/1349,300,UNKNOWN,9494221207,"dietetics,accident,",52
,,NAMRATHA HOSPITAL,15.817639999999999,78.04271999999997,3.6,51/916B86C,301,UNKNOWN,9441688916,"specialty,public health,oncology,dental,",37
,,VASAVI APEX HOSPITAL,15.812332000000001,78.039671,4.4,50-760A-116,302,UNKNOWN,7416326130,"pathology,dental,",66
,,KURNOOL RAINBOW HOSPITALS,15.812795000000001,78.055743,4.8,69/213-K-9,303,UNKNOWN,9581206783,"pathology,sports medicine,vascular surgery,hematology,cardiovascular surgery,internal medicine,radiology,laboratory medicine,microbiology,neurosurgery,accident,radiation oncology,plastic surgery,cardiology,orthopaedics,paediatrics,gynecology,general surgery,specialty,adolescent,medical oncology,surgical oncology,gastroenterology,hepatology,urology,plastic,neurology,immunology,orthopedic surgery,anesthesiology,nephrology,emergency medicine,dental,pediatrics,allergy,endocrinology,oral and maxillofacial surgery,rheumatology,psychiatry,pulmonology,paediatric surgery,clinical neurophysiology,dietetics,palliative care,oncology,neonatology,dermatology,ophthalmology,neuroradiology,nuclear medicine,",100
,,SREE ASHWINI HOSPITALS,15.817639999999999,78.04271999999997,3.1,50-760-A-85-4,304,UNKNOWN,9100356541,"adolescent,public health,",61
,,SREE SAI MULTISPECIALITY HOSPITAL,15.46289,78.48289,3.5,21-125/A1-1,305,UNKNOWN,9294005172,,31
,,Seven Hills Super Speciality Hospital,15.486177,78.48774509999998,4.3,2-429,306,UNKNOWN,9133210011,,73
,,NEPHROPLUS (GGH KURNOOL),15.837373000000001,78.03072900000002,3.0,"SUPER SPECIALITY BLOCK,1ST FLOOR, BUDHWARPET ROAD, KURNOOL.518002",307,UNKNOWN,9849243607,"pathology,plastic,psychiatry,neurology,pulmonology,plastic surgery,cardiology,orthopaedics,nephrology,dental,urology,oncology,dermatology,microbiology,pharmacology,endocrinology,forensic medicine,gastroenterology,",64
,,MADHU CHILDREN HOSPITAL,15.485335999999998,78.489548,3.1,2/428/124/B14,308,UNKNOWN,9849161665,,89
,,SAI VANI HOSPITALS,15.485895999999999,78.476331,5.0,25/394-D5,309,UNKNOWN,7799044345,,52
,,RENUKA MULTISPECIALITY  HOSPITAL,15.835242000000001,78.04239399999999,3.3,43/10,310,UNKNOWN,9441881799,"pathology,plastic,neurology,plastic surgery,dental,specialty,urology,accident,",14
,,K G N MULTI SPECIALITY HOSPITAL,15.82792,78.045776,4.9,39-7-A-1-31-1,311,UNKNOWN,9346348654,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",15
,,K V R HOSPITAL,15.487873,78.479536,4.6,25-29,312,UNKNOWN,9985325358,"accident,",41
,,SAIRAM NURSING HOME,15.764742000000002,77.474878,4.9,2165-01-01 00:00:00,313,UNKNOWN,9440208628,"public health,dental,",65
,,NAMRATHA HOSPITAL,15.826820999999999,78.02744799999998,4.0,"D.No:51/916-B-86-C,SVR COMPLEX",314,UNKNOWN,9059592519,,99
,,SRI SAI SATYA HOSPITAL,15.814464000000001,78.04490600000003,4.3,46-1-SS-1,315,UNKNOWN,9908209898,"cardiology,specialty,general surgery,",35
,,BALAJI HOSPITAL,15.835204000000001,78.04224,2.9,"43/19, N.R PET, KURNOOL",316,UNKNOWN,8978133398,"radiology,sports medicine,internal medicine,physical medicine and rehabilitation,laboratory medicine,neurosurgery,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,allergy,endocrinology,psychiatry,public health,infectious disease,palliative care,oncology,dermatology,ophthalmology,",36
,,VISWABHARATHI HOSPITAL,15.743905999999999,77.88121600000002,3.9,"50-760-A-4, GAYATHRI ESTATE, KURNOOL",317,UNKNOWN,8801608636,"specialty,adolescent,public health,dental,",24
,,SAI MEGHA MULTISPECIALITY HOSPITAL,15.801312,78.04848,3.8,87/1243-1,318,UNKNOWN,9492844604,"dental,",8
,,SRI CHAKRA HOSPITAL,15.819765,78.041752,3.5,46/735BUDHAWARAPETAKURNOOL,319,UNKNOWN,9849333781,"specialty,oncology,",13
,,VYSHNAVI HOSPITAL,15.4,77.861,2.9,7-449-5-1,320,UNKNOWN,7893606542,"medical research,public health,tropical medicine,oncology,general practice,gastroenterology,",35
,,NARMADA HOSPITAL,15.4777,78.4873,4.4,21/125-15-3,321,UNKNOWN,9849790731,,8
,,ASWINI HOSPITALS,15.813841,78.037665,2.6,"1-55-1-18-1,GOUD CENTRE, K.G.R",322,UNKNOWN,9014429988,"adolescent,public health,",34
,,SRI VIJAYA DURGA CARDIAC CENTRE,15.81223703,78.03998102,4.5,50-760-A-114,323,UNKNOWN,9502270007,,28
,,SANJEEVANI HEALTH CARE,15.843957000000001,78.025678,2.6,"201/2A2,MAMIDALAPADU,KURNOOL",324,UNKNOWN,9440205434,,96
,,SUSEELANETRALAYAANDMATERNITYHOSPITAL,15.824098000000001,78.04079200000002,3.4,"46-89-11,LAKSHMINAGAR,KURNOOL,Andhra Pradesh.",325,UNKNOWN,8886288002,"adolescent,oncology,public health,accident,",36
,,SRI HARSHA HOSPITAL,15.804082999999999,78.045751,4.3,25/415-A5,326,UNKNOWN,9550219090,,86
,,SHRI VIJAYA DURGA ORTHOPAEDIC CENTRE,15.819648999999998,78.041661,4.9,46-728CBUDHAWAR PETA,327,UNKNOWN,9848024663,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",66
,,AMMA HOSPITAL,15.801054,78.047092,2.8,87/654-1A,328,UNKNOWN,8297520430,,99
,,GNR HOSPITALS,15.81269,78.037755,3.3,50/760/A7,329,UNKNOWN,7337225255,,28
,,KURNOOL HEART AND MULTI SPECIALITY HOSPITAL,15.814542999999999,78.044241,5.0,46-1-1-K-B4,330,UNKNOWN,9441094412,,51
,,RAINBOW INSTITUTE OF CHILD HEALTH AND MATERNITY HOSPITAL,15.813248999999999,78.056442,3.9,43/195-1,331,UNKNOWN,9392291220,"psychiatry,public health,pediatrics,adolescent,accident,",47
,,SGR HOSPITALS,15.832203,78.038579,3.6,40-447-18,332,UNKNOWN,9490197955,"urology,sports medicine,neurology,specialty,physical medicine and rehabilitation,oncology,",64
,,AMEELIO HOSPITAL A UNIT OF SURAKSHITHA HEALTHCARE PVT LTD,15.824182999999998,78.01480699999998,4.4,51/15-A-H-1,333,UNKNOWN,8790435376,"dental,",89
,,K M HOSPITALS,15.827349,78.047584,3.6,1994-11-01 00:00:00,334,UNKNOWN,7981474253,,94
,,SUKHEEBHAVA HOSPITAL,15.809932,78.022828,3.8,77/142-1,335,UNKNOWN,8897170428,"specialty,oncology,",21
,,V R MULTI SPECIALITY HOSPITAL,15.839529,78.06226099999998,4.6,44-166-167,336,UNKNOWN,8790620425,"oncology,dental,",50
,,SUNRISE MULTISPECIALITY HOSPITAL,15.485829,78.489746,4.3,25/700-1,337,UNKNOWN,9989448520,"vascular surgery,internal medicine,cardiovascular surgery,neurosurgery,accident,cardiology,gynecology,specialty,infectious diseases,gastroenterology,urology,plastic,neurology,nephrology,dental,pediatrics,allergy,endocrinology,rheumatology,psychiatry,pulmonology,pediatric cardiology,dietetics,infectious disease,oncology,neonatology,dermatology,ophthalmology,",84
,,VIJAY CARE HOSPITAL,15.806085000000001,78.038546,2.9,1-B-CAMP,338,UNKNOWN,9849013222,,71
,,CNHOSPITAL,15.804617000000002,78.038825,3.6,87/617-5,339,UNKNOWN,9492844604,"pathology,medical research,neurosurgery,radiation oncology,orthopaedics,gynecology,specialty,pediatric surgery,colorectal surgery,urology,neurology,emergency medicine,pediatrics,geriatrics,forensic psychiatry,thoracic surgery,psychiatry,public health,oncology,dermatology,ophthalmology,",24
,,JAYA SPECIALITY HOSPITAL,15.48361,78.47323100000001,3.5,25/415/A5-7,340,UNKNOWN,7730066000,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",76
,,AGRASENI HOSPITAL,15.814882999999998,78.04218399999998,4.0,46-1-BKST-504,341,UNKNOWN,9966845590,"specialty,dental,accident,",66
,,SRI GAYATHRI HOSPITAL,15.824545,78.03014300000002,4.2,51/6,342,UNKNOWN,8074991984,"pathology,medical research,accident,plastic surgery,cardiology,orthopaedics,general surgery,specialty,adolescent,urology,plastic,dental,allergy,oral and maxillofacial surgery,paediatric surgery,public health,palliative care,neonatology,oncology,ophthalmology,",21
,,KVS MOTHER and CHILD HOSPITAL,15.398195999999999,77.875017,3.3,1982-09-01 00:00:00,343,UNKNOWN,9533119936,"urology,plastic,developmental pediatrics,specialty,paediatric surgery,nephrology,paediatrics,gynecology,public health,general surgery,pediatrics,internal medicine,infectious disease,oncology,obstetrics and gynecology,infectious diseases,",74
,,VIJAYA CARE MULTISPECIALITY HOSPITAL AND INFERTILITY CENTRE,14.452153,79.98782299999998,4.7,16-2-477,344,UNKNOWN,9440267233,"urology,plastic,rheumatology,plastic surgery,cardiology,emergency medicine,general surgery,specialty,endocrinology,gastroenterology,accident,",86
,,Ircs Cancer Hospital Indian Red Cross Society Cancer Hospital,14.426778,79.959006,3.2,Nellore,345,UNKNOWN,9502905094,"pathology,palliative care,oncology,medical oncology,surgical oncology,",70
,,Jayabharat Hospital,14.445059,79.983323,4.8,"16/2884,SOMASHEKARAPURAM,NELLORE",346,UNKNOWN,9704669053,,74
,,Ravi Institute Of Child Health Pvt Ltd Rich Hospitals Nellore,14.449953,79.985104,2.9,"16-II/131, KASTURIDEVINAGAR, POGATHOTA, NELLORE",347,UNKNOWN,8333814430,,18
,,Vijaya Krishna Hospitals PLtd.Vijaya Hospital,14.449031,79.98315600000002,3.5,NELLORE,348,UNKNOWN,9701378050,,96
,,Anasuya Institute Of Medical Sciences,14.449191,79.984812,3.2,NELLORE,349,UNKNOWN,9440232639,"urology,plastic,cardiology,nephrology,dental,accident,",92
,,Aravind Kidney Center,14.455808,79.987448,3.8,"15/402, BRINDAVANAMNELLORE",350,UNKNOWN,8125919309,"urology,neurology,cardiology,paediatrics,general surgery,public health,dental,specialty,family medicine,adolescent,endocrinology,gastroenterology,accident,",57
,,Kandukuri Hospital,14.916815,79.995173,4.8,Nellore,351,UNKNOWN,9502414797,"radiology,sports medicine,vascular surgery,physical medicine and rehabilitation,laboratory medicine,neurosurgery,accident,plastic surgery,cardiology,orthopaedics,specialty,gastroenterology,urology,plastic,neurology,interventional radiology,nephrology,dental,geriatrics,allergy,endocrinology,psychiatry,palliative care,oncology,ophthalmology,nuclear medicine,",33
,,St.Josephs General Hospital,14.457675,79.983006,5.0,"SANTHAPET ,NELLORE",352,UNKNOWN,8333814443,"pathology,cardiology,general surgery,dental,urology,radiology,dermatology,gastroenterology,",37
